Feature ID	Taxon	Confidence
K02160	accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein	1
K02167	betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes	1
K02168	betT, betS; choline/glycine/proline betaine transport protein	1
K02169	bioC; malonyl-CoA O-methyltransferase [EC:2.1.1.197]	1
K02170	bioH; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	1
K02183	CALM; calmodulin	1
K02188	cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	1
K02189	cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	1
K02190	cbiK; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	1
K02191	cbiT; cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]	1
K02192	bfd; bacterioferritin-associated ferredoxin	1
K02193	ccmA; heme exporter protein A [EC:3.6.3.41]	1
K02194	ccmB; heme exporter protein B	1
K02195	ccmC; heme exporter protein C	1
K02196	ccmD; heme exporter protein D	1
K02197	ccmE; cytochrome c-type biogenesis protein CcmE	1
K02198	ccmF; cytochrome c-type biogenesis protein CcmF	1
K02199	ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	1
K02200	ccmH; cytochrome c-type biogenesis protein CcmH	1
K02204	thrB2; homoserine kinase type II [EC:2.7.1.39]	1
K02217	ftnA, ftn; ferritin [EC:1.16.3.2]	1
K02221	yggT; YggT family protein	1
K02224	cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	1
K02226	cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]	1
K02227	cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	1
K02228	cobF; precorrin-6A synthase [EC:2.1.1.152]	1
K02230	cobN; cobaltochelatase CobN [EC:6.6.1.2]	1
K02231	cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	1
K02232	cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]	1
K02233	E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	1
K02236	comC; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	1
K02237	comEA; competence protein ComEA	1
K02238	comEC; competence protein ComEC	1
K02240	comFA; competence protein ComFA	1
K02241	comFB; competence protein ComFB	1
K02242	comFC; competence protein ComFC	1
K02243	comGA; competence protein ComGA	1
K02244	comGB; competence protein ComGB	1
K02245	comGC; competence protein ComGC	1
K02246	comGD; competence protein ComGD	1
K02248	comGF; competence protein ComGF	1
K02255	ftnB; ferritin-like protein 2	1
K02259	COX15, ctaA; cytochrome c oxidase assembly protein subunit 15	1
K02274	coxA, ctaD; cytochrome c oxidase subunit I [EC:1.9.3.1]	1
K02275	coxB, ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]	1
K02276	coxC, ctaE; cytochrome c oxidase subunit III [EC:1.9.3.1]	1
K02278	cpaA, tadV; prepilin peptidase CpaA [EC:3.4.23.43]	1
K02279	cpaB, rcpC; pilus assembly protein CpaB	1
K02282	cpaE, tadZ; pilus assembly protein CpaE	1
K02283	cpaF, tadA; pilus assembly protein CpaF	1
K02286	cpcC; phycocyanin-associated rod linker protein	1
K02287	cpcD; phycocyanin-associated, rod	1
K02291	crtB; 15-cis-phytoene synthase [EC:2.5.1.32]	1
K02298	cyoB; cytochrome o ubiquinol oxidase subunit I [EC:1.10.3.10]	1
K02302	cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	1
K02303	cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	1
K02304	MET8; precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]	1
K02313	dnaA; chromosomal replication initiator protein	1
K02314	dnaB; replicative DNA helicase [EC:3.6.4.12]	1
K02315	dnaC; DNA replication protein DnaC	1
K02316	dnaG; DNA primase [EC:2.7.7.-]	1
K02317	dnaT; DNA replication protein DnaT	1
K02334	dpo; DNA polymerase bacteriophage-type [EC:2.7.7.7]	1
K02335	polA; DNA polymerase I [EC:2.7.7.7]	1
K02337	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	1
K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	1
K02339	holC; DNA polymerase III subunit chi [EC:2.7.7.7]	1
K02340	holA; DNA polymerase III subunit delta [EC:2.7.7.7]	1
K02341	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]	1
K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]	1
K02343	dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	1
K02344	holD; DNA polymerase III subunit psi [EC:2.7.7.7]	1
K02345	holE; DNA polymerase III subunit theta [EC:2.7.7.7]	1
K02346	dinB; DNA polymerase IV [EC:2.7.7.7]	1
K02347	polX, dpx; DNA polymerase (family X)	1
K02348	elaA; ElaA protein	1
K02351	K02351; putative membrane protein	1
K02355	fusA, GFM, EFG; elongation factor G	1
K02356	efp; elongation factor P	1
K02357	tsf, TSFM; elongation factor Ts	1
K02358	tuf, TUFM; elongation factor Tu	1
K02361	entC; isochorismate synthase [EC:5.4.4.2]	1
K02363	entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase [EC:6.3.2.14 2.7.7.58]	1
K02364	entF; enterobactin synthetase component F [EC:6.3.2.14]	1
K02371	fabK; enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]	1
K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	1
K02377	TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]	1
K02379	fdhD; FdhD protein	1
K02380	fdhE; FdhE protein	1
K02386	flgA; flagella basal body P-ring formation protein FlgA	1
K02387	flgB; flagellar basal-body rod protein FlgB	1
K02388	flgC; flagellar basal-body rod protein FlgC	1
K02389	flgD; flagellar basal-body rod modification protein FlgD	1
K02390	flgE; flagellar hook protein FlgE	1
K02392	flgG; flagellar basal-body rod protein FlgG	1
K02393	flgH; flagellar L-ring protein precursor FlgH	1
K02394	flgI; flagellar P-ring protein precursor FlgI	1
K02395	flgJ; flagellar protein FlgJ	1
K02396	flgK; flagellar hook-associated protein 1 FlgK	1
K02397	flgL; flagellar hook-associated protein 3 FlgL	1
K02398	flgM; negative regulator of flagellin synthesis FlgM	1
K02400	flhA; flagellar biosynthesis protein FlhA	1
K02401	flhB; flagellar biosynthetic protein FlhB	1
K02404	flhF; flagellar biosynthesis protein FlhF	1
K02405	fliA; RNA polymerase sigma factor for flagellar operon FliA	1
K02406	fliC; flagellin	1
K02407	fliD; flagellar hook-associated protein 2	1
K02408	fliE; flagellar hook-basal body complex protein FliE	1
K02409	fliF; flagellar M-ring protein FliF	1
K02410	fliG; flagellar motor switch protein FliG	1
K02411	fliH; flagellar assembly protein FliH	1
K02412	fliI; flagellum-specific ATP synthase [EC:3.6.3.14]	1
K02413	fliJ; flagellar FliJ protein	1
K02414	fliK; flagellar hook-length control protein FliK	1
K02415	fliL; flagellar FliL protein	1
K02416	fliM; flagellar motor switch protein FliM	1
K02417	fliNY, fliN; flagellar motor switch protein FliN/FliY	1
K02418	fliOZ, fliO; flagellar protein FliO/FliZ	1
K02419	fliP; flagellar biosynthetic protein FliP	1
K02421	fliR; flagellar biosynthetic protein FliR	1
K02422	fliS; flagellar protein FliS	1
K02424	fliY; cystine transport system substrate-binding protein	1
K02426	sufE; cysteine desulfuration protein SufE	1
K02427	rlmE, rrmJ, ftsJ; 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	1
K02428	rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]	1
K02429	fucP; MFS transporter, FHS family, L-fucose permease	1
K02430	fucR; DeoR family transcriptional regulator, L-fucose operon activator	1
K02431	fucU, FUOM; L-fucose mutarotase [EC:5.1.3.29]	1
K02433	gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	1
K02434	gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	1
K02435	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	1
K02437	gcvH, GCSH; glycine cleavage system H protein	1
K02438	glgX; glycogen debranching enzyme [EC:3.2.1.196]	1
K02439	glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]	1
K02440	GLPF; glycerol uptake facilitator protein	1
K02441	glpG; GlpG protein	1
K02443	glpP; glycerol uptake operon antiterminator	1
K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	1
K02445	glpT; MFS transporter, OPA family, glycerol-3-phosphate transporter	1
K02446	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]	1
K02451	gspB; general secretion pathway protein B	1
K02453	gspD; general secretion pathway protein D	1
K02454	gspE; general secretion pathway protein E	1
K02455	gspF; general secretion pathway protein F	1
K02456	gspG; general secretion pathway protein G	1
K02458	gspI; general secretion pathway protein I	1
K02460	gspK; general secretion pathway protein K	1
K02462	gspM; general secretion pathway protein M	1
K02463	gspN; general secretion pathway protein N	1
K02466	gutM; glucitol operon activator protein	1
K02467	gutQ; arabinose 5-phosphate isomerase [EC:5.3.1.13]	1
K02469	gyrA; DNA gyrase subunit A [EC:5.99.1.3]	1
K02470	gyrB; DNA gyrase subunit B [EC:5.99.1.3]	1
K02471	bacA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein	1
K02472	wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]	1
K02474	wbpO; UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.-]	1
K02477	K02477; two-component system, LytTR family, response regulator	1
K02481	K02481; two-component system, NtrC family, response regulator	1
K02482	K02482; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	1
K02483	K02483; two-component system, OmpR family, response regulator	1
K02484	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	1
K02492	hemA; glutamyl-tRNA reductase [EC:1.2.1.70]	1
K02493	hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]	1
K02494	lolB; outer membrane lipoprotein LolB	1
K02495	hemN, hemZ; oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	1
K02496	hemX; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	1
K02498	hemY; HemY protein	1
K02499	yabN; tetrapyrrole methylase family protein / MazG family protein	1
K02500	hisF; cyclase [EC:4.1.3.-]	1
K02501	hisH; glutamine amidotransferase [EC:2.4.2.-]	1
K02502	hisZ; ATP phosphoribosyltransferase regulatory subunit	1
K02503	HINT1, hinT, hit; histidine triad (HIT) family protein	1
K02504	hofB; protein transport protein HofB	1
K02505	hofC; protein transport protein HofC	1
K02506	hofD, hopD; leader peptidase HopD [EC:3.4.23.43]	1
K02507	hofQ; protein transport protein HofQ	1
K02510	hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]	1
K02517	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241]	1
K02518	infA; translation initiation factor IF-1	1
K02519	infB, MTIF2; translation initiation factor IF-2	1
K02520	infC, MTIF3; translation initiation factor IF-3	1
K02521	ilvY; LysR family transcriptional regulator, positive regulator for ilvC	1
K02523	ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]	1
K02525	kdgR; LacI family transcriptional regulator, kdg operon repressor	1
K02526	kdgT; 2-keto-3-deoxygluconate permease	1
K02527	kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	1
K02528	ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	1
K02529	lacI, galR; LacI family transcriptional regulator	1
K02530	lacR; DeoR family transcriptional regulator, lactose phosphotransferase system repressor	1
K02531	lacT; transcriptional antiterminator	1
K02532	lacY; MFS transporter, OHS family, lactose permease	1
K02533	lasT; tRNA/rRNA methyltransferase [EC:2.1.1.-]	1
K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	1
K02536	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	1
K02546	mecI; BlaI family transcriptional regulator, methicillin resistance regulatory protein	1
K02548	menA; 1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.74 2.5.1.-]	1
K02549	menC; O-succinylbenzoate synthase [EC:4.2.1.113]	1
K02551	menD; 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	1
K02552	menF; menaquinone-specific isochorismate synthase [EC:5.4.4.2]	1
K02553	rraA, menG; regulator of ribonuclease activity A	1
K02554	mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]	1
K02556	motA; chemotaxis protein MotA	1
K02557	motB; chemotaxis protein MotB	1
K02558	mpl; UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]	1
K02560	lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]	1
K02562	mtlR; mannitol operon repressor	1
K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	1
K02564	nagB, GNPDA; glucosamine-6-phosphate deaminase [EC:3.5.99.6]	1
K02565	nagC; N-acetylglucosamine repressor	1
K02566	nagD; NagD protein	1
K02567	napA; periplasmic nitrate reductase NapA [EC:1.7.99.-]	1
K02568	napB; cytochrome c-type protein NapB	1
K02569	napC; cytochrome c-type protein NapC	1
K02570	napD; periplasmic nitrate reductase NapD	1
K02572	napF; ferredoxin-type protein NapF	1
K02573	napG; ferredoxin-type protein NapG	1
K02574	napH; ferredoxin-type protein NapH	1
K02575	NRT, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter	1
K02584	nifA; Nif-specific regulatory protein	1
K02585	nifB; nitrogen fixation protein NifB	1
K02586	nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	1
K02587	nifE; nitrogenase molybdenum-cofactor synthesis protein NifE	1
K02588	nifH; nitrogenase iron protein NifH [EC:1.18.6.1]	1
K02598	nirC; nitrite transporter	1
K02600	nusA; N utilization substance protein A	1
K02601	nusG; transcriptional antiterminator NusG	1
K02609	paaA; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]	1
K02610	paaB; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB	1
K02611	paaC; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]	1
K02613	paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE	1
K02614	paaI; acyl-CoA thioesterase [EC:3.1.2.-]	1
K02615	paaJ; 3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase [EC:2.3.1.223 2.3.1.174]	1
K02616	paaX; phenylacetic acid degradation operon negative regulatory protein	1
K02618	paaZ; oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]	1
K02619	pabC; 4-amino-4-deoxychorismate lyase [EC:4.1.3.38]	1
K02621	parC; topoisomerase IV subunit A [EC:5.99.1.-]	1
K02622	parE; topoisomerase IV subunit B [EC:5.99.1.-]	1
K02624	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein	1
K02636	petC; cytochrome b6-f complex iron-sulfur subunit [EC:1.10.9.1]	1
K02641	petH; ferredoxin--NADP+ reductase [EC:1.18.1.2]	1
K02642	petL; cytochrome b6-f complex subunit 6	1
K02647	cdaR; carbohydrate diacid regulator	1
K02650	pilA; type IV pilus assembly protein PilA	1
K02652	pilB; type IV pilus assembly protein PilB	1
K02653	pilC; type IV pilus assembly protein PilC	1
K02654	pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	1
K02655	pilE; type IV pilus assembly protein PilE	1
K02656	pilF; type IV pilus assembly protein PilF	1
K02662	pilM; type IV pilus assembly protein PilM	1
K02663	pilN; type IV pilus assembly protein PilN	1
K02664	pilO; type IV pilus assembly protein PilO	1
K02666	pilQ; type IV pilus assembly protein PilQ	1
K02668	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	1
K02669	pilT; twitching motility protein PilT	1
K02670	pilU; twitching motility protein PilU	1
K02673	pilX; type IV pilus assembly protein PilX	1
K02676	pilZ; type IV pilus assembly protein PilZ	1
K02679	ppdA; prepilin peptidase dependent protein A	1
K02680	ppdB; prepilin peptidase dependent protein B	1
K02681	ppdC; prepilin peptidase dependent protein C	1
K02682	ppdD; prepilin peptidase dependent protein D	1
K02686	priB; primosomal replication protein N	1
K02687	prmA; ribosomal protein L11 methyltransferase [EC:2.1.1.-]	1
K02691	psaC; photosystem I subunit VII	1
K02692	psaD; photosystem I subunit II	1
K02696	psaI; photosystem I subunit VIII	1
K02699	psaL; photosystem I subunit XI	1
K02702	psaX; photosystem I 4.8kDa protein	1
K02706	psbD; photosystem II P680 reaction center D2 protein [EC:1.10.3.9]	1
K02708	psbF; photosystem II cytochrome b559 subunit beta	1
K02710	psbI; photosystem II PsbI protein	1
K02712	psbK; photosystem II PsbK protein	1
K02713	psbL; photosystem II PsbL protein	1
K02719	psbU; photosystem II PsbU protein	1
K02742	sprT; SprT protein	1
K02744	PTS-Aga-EIIA, agaF; PTS system, N-acetylgalactosamine-specific IIA component [EC:2.7.1.-]	1
K02745	PTS-Aga-EIIB, agaV; PTS system, N-acetylgalactosamine-specific IIB component [EC:2.7.1.-]	1
K02746	PTS-Aga-EIIC, agaW; PTS system, N-acetylgalactosamine-specific IIC component	1
K02747	PTS-Aga-EIID, agaE; PTS system, N-acetylgalactosamine-specific IID component	1
K02750	PTS-Glv-EIIC, glvC, malP, aglA; PTS system, alpha-glucoside-specific IIC component	1
K02753	PTS-Asc-EIIC, ascF; PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific IIC component	1
K02755	PTS-Bgl-EIIA, bglF, bglP; PTS system, beta-glucoside-specific IIA component [EC:2.7.1.-]	1
K02756	PTS-Bgl-EIIB, bglF, bglP; PTS system, beta-glucoside-specific IIB component [EC:2.7.1.-]	1
K02757	PTS-Bgl-EIIC, bglF, bglP; PTS system, beta-glucoside-specific IIC component	1
K02759	PTS-Cel-EIIA, celC, chbA; PTS system, cellobiose-specific IIA component [EC:2.7.1.196 2.7.1.205]	1
K02760	PTS-Cel-EIIB, celA, chbB; PTS system, cellobiose-specific IIB component [EC:2.7.1.196 2.7.1.205]	1
K02761	PTS-Cel-EIIC, celB, chbC; PTS system, cellobiose-specific IIC component	1
K02763	PTS-Dgl-EIIA, gamP; PTS system, D-glucosamine-specific IIA component [EC:2.7.1.-]	1
K02765	PTS-Dgl-EIIC, gamP; PTS system, D-glucosamine-specific IIC component	1
K02768	PTS-Fru-EIIA, fruB; PTS system, fructose-specific IIA component [EC:2.7.1.202]	1
K02769	PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component [EC:2.7.1.202]	1
K02770	PTS-Fru-EIIC, fruA; PTS system, fructose-specific IIC component	1
K02773	PTS-Gat-EIIA, gatA, sgcA; PTS system, galactitol-specific IIA component [EC:2.7.1.200]	1
K02774	PTS-Gat-EIIB, gatB, sgcB; PTS system, galactitol-specific IIB component [EC:2.7.1.200]	1
K02775	PTS-Gat-EIIC, gatC, sgcC; PTS system, galactitol-specific IIC component	1
K02777	PTS-Glc-EIIA, crr; PTS system, sugar-specific IIA component [EC:2.7.1.-]	1
K02778	PTS-Glc-EIIB, ptsG; PTS system, glucose-specific IIB component [EC:2.7.1.199]	1
K02779	PTS-Glc-EIIC, ptsG; PTS system, glucose-specific IIC component	1
K02781	PTS-Gut-EIIA, srlB; PTS system, glucitol/sorbitol-specific IIA component [EC:2.7.1.198]	1
K02783	PTS-Gut-EIIC, srlA; PTS system, glucitol/sorbitol-specific IIC component	1
K02784	PTS-HPR.PTSH, ptsH; phosphocarrier protein HPr	1
K02786	PTS-Lac-EIIA, lacF; PTS system, lactose-specific IIA component [EC:2.7.1.207]	1
K02788	PTS-Lac-EIIC, lacE; PTS system, lactose-specific IIC component	1
K02791	PTS-MalGlc-EIIC, malX; PTS system, maltose/glucose-specific IIC component	1
K02793	PTS-Man-EIIA, manX; PTS system, mannose-specific IIA component [EC:2.7.1.191]	1
K02794	PTS-Man-EIIB, manX; PTS system, mannose-specific IIB component [EC:2.7.1.191]	1
K02795	PTS-Man-EIIC, manY; PTS system, mannose-specific IIC component	1
K02796	PTS-Man-EIID, manZ; PTS system, mannose-specific IID component	1
K02798	PTS-Mtl-EIIA, mtlA, cmtB; PTS system, mannitol-specific IIA component [EC:2.7.1.197]	1
K02799	PTS-Mtl-EIIB, mtlA, cmtA; PTS system, mannitol-specific IIB component [EC:2.7.1.197]	1
K02800	PTS-Mtl-EIIC, mtlA, cmtA; PTS system, mannitol-specific IIC component	1
K02803	PTS-Nag-EIIB, nagE; PTS system, N-acetylglucosamine-specific IIB component [EC:2.7.1.193]	1
K02804	PTS-Nag-EIIC, nagE; PTS system, N-acetylglucosamine-specific IIC component	1
K02806	PTS-Ntr-EIIA, ptsN; PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]	1
K02810	PTS-Scr-EIIC, scrA, sacP, sacX, ptsS; PTS system, sucrose-specific IIC component	1
K02819	PTS-Tre-EIIC, treB; PTS system, trehalose-specific IIC component	1
K02821	PTS-Ula-EIIA, ulaC, sgaA; PTS system, ascorbate-specific IIA component [EC:2.7.1.194]	1
K02822	PTS-Ula-EIIB, ulaB, sgaB; PTS system, ascorbate-specific IIB component [EC:2.7.1.194]	1
K02823	pyrDII; dihydroorotate dehydrogenase electron transfer subunit	1
K02824	pyrP, uraA; uracil permease	1
K02825	pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	1
K02834	rbfA; ribosome-binding factor A	1
K02835	prfA, MTRF1, MRF1; peptide chain release factor 1	1
K02836	prfB; peptide chain release factor 2	1
K02837	prfC; peptide chain release factor 3	1
K02838	frr, MRRF, RRF; ribosome recycling factor	1
K02839	prfH; peptide chain release factor	1
K02841	waaC, rfaC; heptosyltransferase I [EC:2.4.-.-]	1
K02843	waaF, rfaF; heptosyltransferase II [EC:2.4.-.-]	1
K02844	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	1
K02847	waaL, rfaL; O-antigen ligase [EC:2.4.1.-]	1
K02849	waaQ, rfaQ; heptosyltransferase III [EC:2.4.-.-]	1
K02850	waaY, rfaY; heptose II phosphotransferase [EC:2.7.1.-]	1
K02851	wecA, tagO, rfe; UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]	1
K02854	rhaR; AraC family transcriptional regulator, L-rhamnose operon transcriptional activator RhaR	1
K02855	rhaS; AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS	1
K02856	rhaT; L-rhamnose-H+ transport protein	1
K02858	ribB, RIB3; 3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]	1
K02859	ribT; riboflavin biosynthesis RibT protein	1
K02860	rimM; 16S rRNA processing protein RimM	1
K02863	RP-L1, MRPL1, rplA; large subunit ribosomal protein L1	1
K02864	RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10	1
K02867	RP-L11, MRPL11, rplK; large subunit ribosomal protein L11	1
K02871	RP-L13, MRPL13, rplM; large subunit ribosomal protein L13	1
K02874	RP-L14, MRPL14, rplN; large subunit ribosomal protein L14	1
K02876	RP-L15, MRPL15, rplO; large subunit ribosomal protein L15	1
K02878	RP-L16, MRPL16, rplP; large subunit ribosomal protein L16	1
K02879	RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17	1
K02881	RP-L18, MRPL18, rplR; large subunit ribosomal protein L18	1
K02884	RP-L19, MRPL19, rplS; large subunit ribosomal protein L19	1
K02886	RP-L2, MRPL2, rplB; large subunit ribosomal protein L2	1
K02887	RP-L20, MRPL20, rplT; large subunit ribosomal protein L20	1
K02888	RP-L21, MRPL21, rplU; large subunit ribosomal protein L21	1
K02890	RP-L22, MRPL22, rplV; large subunit ribosomal protein L22	1
K02892	RP-L23, MRPL23, rplW; large subunit ribosomal protein L23	1
K02893	RP-L23Ae, RPL23A; large subunit ribosomal protein L23Ae	1
K02895	RP-L24, MRPL24, rplX; large subunit ribosomal protein L24	1
K02897	RP-L25, rplY; large subunit ribosomal protein L25	1
K02899	RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27	1
K02902	RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28	1
K02904	RP-L29, rpmC; large subunit ribosomal protein L29	1
K02906	RP-L3, MRPL3, rplC; large subunit ribosomal protein L3	1
K02907	RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30	1
K02909	RP-L31, rpmE; large subunit ribosomal protein L31	1
K02911	RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32	1
K02913	RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33	1
K02914	RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34	1
K02916	RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35	1
K02926	RP-L4, MRPL4, rplD; large subunit ribosomal protein L4	1
K02931	RP-L5, MRPL5, rplE; large subunit ribosomal protein L5	1
K02933	RP-L6, MRPL6, rplF; large subunit ribosomal protein L6	1
K02935	RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12	1
K02939	RP-L9, MRPL9, rplI; large subunit ribosomal protein L9	1
K02945	RP-S1, rpsA; small subunit ribosomal protein S1	1
K02946	RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10	1
K02948	RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11	1
K02950	RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12	1
K02952	RP-S13, rpsM; small subunit ribosomal protein S13	1
K02954	RP-S14, MRPS14, rpsN; small subunit ribosomal protein S14	1
K02956	RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15	1
K02959	RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16	1
K02961	RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17	1
K02963	RP-S18, MRPS18, rpsR; small subunit ribosomal protein S18	1
K02965	RP-S19, rpsS; small subunit ribosomal protein S19	1
K02967	RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2	1
K02968	RP-S20, rpsT; small subunit ribosomal protein S20	1
K02970	RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21	1
K02982	RP-S3, rpsC; small subunit ribosomal protein S3	1
K02986	RP-S4, rpsD; small subunit ribosomal protein S4	1
K02988	RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5	1
K02990	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6	1
K02992	RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7	1
K02994	RP-S8, rpsH; small subunit ribosomal protein S8	1
