Taxon	feature	n	n_NA	n_neg	n_pos	imp_sum	imp_mean	imp_rank_sum	imp_rank_mean	imp_rank_min
"metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]"	K00297	9	0	5	4	5.84558515954907e-05	6.49509462172119e-06	14866	1651.77777777778	67
"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"	K00548	9	0	5	4	6.99611261615025e-05	7.77345846238916e-06	13626	1514	247
"metJ; MetJ family transcriptional regulator, methionine regulon repressor"	K03764	9	0	7	2	-6.97509754274543e-05	-7.75010838082826e-06	16888.5	1876.5	395
"metR; LysR family transcriptional regulator, regulator for metE and metH"	K03576	9	0	2	5	0.000138455997896183	1.53839997662426e-05	11268	1252	341
"MFS.CP; MFS transporter, CP family, cyanate transporter"	K03449	9	0	0	0	0	0	14232.5	1581.38888888889	1384.5
"MFS.SET; MFS transporter, SET family, sugar efflux transporter"	K03291	9	0	6	3	-0.000111733797051078	-1.24148663390087e-05	17237	1915.22222222222	289
"mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]"	K19002	9	0	3	5	6.27883774988559e-05	6.97648638876176e-06	12575.5	1397.27777777778	486
"mgtA, mgtB; Mg2+-importing ATPase [EC:3.6.3.2]"	K01531	9	0	4	5	6.63093281031622e-05	7.36770312257358e-06	13081.5	1453.5	250
"miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]"	K00791	9	0	0	4	0.000862469363864051	9.58299293182279e-05	11253	1250.33333333333	7
"mipA, ompV; MipA family protein"	K07274	9	0	4	5	0.000792916633406266	8.81018481562518e-05	11079	1231	24
"mlaA, vacJ; phospholipid-binding lipoprotein MlaA"	K04754	9	7	0	0	0	0	3448	1724	1701
"mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein"	K02067	9	8	0	0	0	0	1747	1747	1747
"mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein"	K02066	9	0	6	3	-8.02826601676041e-05	-8.92029557417823e-06	15981	1775.66666666667	609
"mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein"	K02065	9	6	1	0	-1.53846153846154e-05	-5.12820512820514e-06	5407.5	1802.5	1384.5
"mltD, dniR; membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]"	K08307	9	0	2	6	6.75974892020164e-05	7.51083213355738e-06	11616	1290.66666666667	563
"MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]"	K00798	9	0	2	5	8.7193014059115e-05	9.688112673235e-06	11734.5	1303.83333333333	667
"mmr; MFS transporter, DHA2 family, methylenomycin A resistance protein"	K08166	9	1	1	1	-2.93815410094478e-06	-3.67269262618097e-07	12688.5	1586.0625	1159
"mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]"	K00140	9	0	3	6	0.000226272430954952	2.51413812172169e-05	11476.5	1275.16666666667	123
"mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]"	K00020	9	0	3	6	0.000106469888657801	1.18299876286445e-05	11110	1234.44444444444	289
"mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]"	K00547	9	0	3	6	0.000103856019476332	1.15395577195924e-05	11892	1321.33333333333	259
"mnhA, mrpA; multicomponent Na+:H+ antiporter subunit A"	K05565	9	0	4	4	1.27336546810733e-05	1.41485052011926e-06	14252	1583.55555555556	556
"mnhC, mrpC; multicomponent Na+:H+ antiporter subunit C"	K05567	9	0	5	4	0.000409951062227547	4.5550118025283e-05	12403	1378.11111111111	74
"mnhD, mrpD; multicomponent Na+:H+ antiporter subunit D"	K05568	9	0	4	4	0.000206005246362816	2.28894718180907e-05	11825	1313.88888888889	186
"mnhE, mrpE; multicomponent Na+:H+ antiporter subunit E"	K05569	9	0	5	3	4.15677523262815e-05	4.61863914736462e-06	14268	1585.33333333333	457
"mnhF, mrpF; multicomponent Na+:H+ antiporter subunit F"	K05570	9	0	3	6	0.00109052760088356	0.000121169733431507	10350	1150	11
"mnhG, mrpG; multicomponent Na+:H+ antiporter subunit G"	K05571	9	0	4	4	8.00683410927288e-05	8.89648234363654e-06	13257	1473	324
"mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]"	K00566	9	0	3	4	0.000165498503873938	1.83887226526598e-05	12779.5	1419.94444444444	106
"mnmE, trmE, MSS1; tRNA modification GTPase [EC:3.6.-.-]"	K03650	9	0	1	1	1.21212121212126e-06	1.3468013468014e-07	14205.5	1578.38888888889	1171
"MNN2; alpha 1,2-mannosyltransferase [EC:2.4.1.-]"	K05535	9	8	0	0	0	0	1586.5	1586.5	1586.5
"moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]"	K03639	9	0	2	7	0.00028840185227664	3.204465025296e-05	9963	1107	80
"moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]"	K03637	9	0	4	3	0.000203508890721774	2.2612098969086e-05	13414.5	1490.5	84
"moaD, cysO; sulfur-carrier protein"	K03636	9	0	4	4	8.24367554996282e-05	9.15963949995869e-06	14122	1569.11111111111	150
"MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]"	K03635	9	0	1	0	-1.17647058823529e-05	-1.30718954248366e-06	14782.5	1642.5	1492.5
"MOCS3, UBA4; adenylyltransferase and sulfurtransferase [EC:2.7.7.80 2.8.1.11]"	K11996	9	0	6	1	-0.000279380775896927	-3.10423084329919e-05	19431	2159	1228
"mp2; beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]"	K18785	9	0	3	6	0.000594323192167252	6.60359102408057e-05	8173	908.111111111111	122
"mprA; two-component system, OmpR family, response regulator MprA"	K07669	9	0	3	6	0.000308777342450604	3.43085936056226e-05	10913	1212.55555555556	105
"mprB; two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]"	K07653	9	0	2	7	0.000329924478680346	3.66582754089273e-05	8919	991	215
"mptA; alpha-1,6-mannosyltransferase [EC:2.4.1.-]"	K14337	9	0	2	7	0.00022948812462586	2.54986805139844e-05	9976	1108.44444444444	170
"mqnD; 1,4-dihydroxy-6-naphthoate synthase [EC:1.14.-.-]"	K11785	9	0	1	8	0.000196471964629091	2.18302182921213e-05	9279	1031	192
"mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]"	K03438	9	0	5	4	5.55366283965177e-05	6.17073648850196e-06	13739.5	1526.61111111111	449
"mrp, NUBPL; ATP-binding protein involved in chromosome partitioning"	K03593	9	0	7	2	-0.000272262571502779	-3.02513968336421e-05	19762	2195.77777777778	735
"msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]"	K11085	9	8	0	0	0	0	1747	1747	1747
"msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein"	K10112	9	0	3	6	6.58788641494749e-05	7.3198737943861e-06	12114	1346	609
"msrA, vmlR; macrolide transport system ATP-binding/permease protein"	K18231	9	0	3	6	0.000345065790977525	3.83406434419472e-05	10969	1218.77777777778	49
"mtaP, MTAP; 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]"	K00772	9	0	2	5	0.000240727529463836	2.67475032737596e-05	10193.5	1132.61111111111	198
"MTFMT, fmt; methionyl-tRNA formyltransferase [EC:2.1.2.9]"	K00604	9	0	2	3	0.000330858542928964	3.67620603254404e-05	12357	1373	54
"mtnE, mtnV; aminotransferase [EC:2.6.1.-]"	K08969	9	0	5	4	0.000202433814315148	2.24926460350165e-05	13852	1539.11111111111	124
"mtnN, mtn, pfs; adenosylhomocysteine nucleosidase [EC:3.2.2.9]"	K01243	9	0	4	3	-5.5047618568672e-05	-6.11640206318578e-06	15416	1712.88888888889	833
"mtrA; AraC family transcriptional regulator, activator of mtrCDE"	K18991	9	0	4	3	0.000592627230683472	6.58474700759413e-05	13944.5	1549.38888888889	12
"mtrA; two-component system, OmpR family, response regulator MtrA"	K07670	9	0	3	6	0.000315847282240112	3.50941424711236e-05	10702	1189.11111111111	122
"mtrB; two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]"	K07654	9	0	1	8	0.000384909276339712	4.27676973710791e-05	7700	855.555555555556	127
"murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]"	K01928	9	0	1	3	7.45486820681483e-06	8.28318689646092e-07	13474	1497.11111111111	911
"murJ, mviN; putative peptidoglycan lipid II flippase"	K03980	9	0	3	3	-7.46414323586563e-05	-8.29349248429515e-06	15251	1694.55555555556	714
"mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]"	K10563	9	0	2	7	0.000232026370188127	2.57807077986808e-05	9529	1058.77777777778	274
"mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]"	K03574	9	0	1	8	0.000430321151488583	4.78134612765092e-05	7664	851.555555555556	197
"MVD, mvaD; diphosphomevalonate decarboxylase [EC:4.1.1.33]"	K01597	9	0	3	6	0.000547090341913037	6.07878157681152e-05	10659.5	1184.38888888889	19
"mvpA, vapC; tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]"	K18828	9	0	4	5	-5.80292266182743e-05	-6.44769184647492e-06	13379	1486.55555555556	221
"mvpT, vapB; antitoxin VapB"	K18829	9	0	6	3	-0.000227928343909454	-2.53253715454949e-05	17275.5	1919.5	428
"nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]"	K00767	9	0	3	6	0.000223328167297514	2.48142408108349e-05	10737.5	1193.05555555556	172
"nadR; HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]"	K06211	9	0	4	4	0.000218039216865273	2.42265796516969e-05	13223	1469.22222222222	38
"nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]"	K01443	9	0	3	3	8.22518184819754e-06	9.13909094244171e-07	13986	1554	602
"nagB, GNPDA; glucosamine-6-phosphate deaminase [EC:3.5.99.6]"	K02564	9	0	1	4	0.000355345089388207	3.94827877098007e-05	10586.5	1176.27777777778	94
"NAGK, nagK; N-acetylglucosamine kinase [EC:2.7.1.59]"	K00884	9	0	3	6	0.000377001452269569	4.18890502521743e-05	10057.5	1117.5	76
"narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]"	K00370	9	0	5	3	0.00010809081023388	1.20100900259867e-05	14194	1577.11111111111	152
"narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]"	K00371	9	0	0	0	0	0	14232.5	1581.38888888889	1384.5
"narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]"	K00374	9	0	5	4	6.98009952850462e-05	7.75566614278292e-06	14035.5	1559.5	103
"narJ, narW; nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW"	K00373	9	0	3	6	0.000655850976536608	7.28723307262898e-05	9682.5	1075.83333333333	78
"narL; two-component system, NarL family, nitrate/nitrite response regulator NarL"	K07684	9	0	3	6	0.000661870337348226	7.35411485942474e-05	8968	996.444444444444	64
"narP; two-component system, NarL family, nitrate/nitrite response regulator NarP"	K07685	9	0	6	3	-0.00012516092867864	-1.39067698531823e-05	17058.5	1895.38888888889	112
"narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]"	K07674	9	0	7	1	-0.000238742461559366	-2.65269401732629e-05	18839.5	2093.27777777778	752
"NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]"	K01893	9	0	3	5	0.000751702140994055	8.35224601104505e-05	10656	1184	30
"nasT; two-component system, response regulator / RNA-binding antiterminator"	K07183	9	0	3	6	0.000140829897130895	1.56477663478772e-05	11861.5	1317.94444444444	162
"ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]"	K00459	9	0	4	5	0.000119714809257005	1.33016454730005e-05	12189	1354.33333333333	362
"ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]"	K00940	9	0	0	0	0	0	14232.5	1581.38888888889	1384.5
"NEFH, NF-H; neurofilament heavy polypeptide"	K04574	9	0	1	6	8.35182152831719e-05	9.27980169813021e-06	11147	1238.55555555556	643
"nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"	K16137	9	0	1	5	0.0001180842854813	1.31204761645889e-05	11284	1253.77777777778	487
"ner, nlp, sfsB; Ner family transcriptional regulator"	K07724	9	0	1	8	0.000848793537075541	9.43103930083934e-05	5678	630.888888888889	60
"nfnB, nfsB; nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]"	K10679	9	0	2	6	8.92997895061315e-05	9.92219883401461e-06	11402	1266.88888888889	890
"nhaA; Na+:H+ antiporter, NhaA family"	K03313	9	0	0	0	0	0	14232.5	1581.38888888889	1384.5
"nhaB; Na+:H+ antiporter, NhaB family"	K03314	9	0	7	1	-0.000198276871643308	-2.20307635159231e-05	18900	2100	857
"nhaC; Na+:H+ antiporter, NhaC family"	K03315	9	4	0	0	0	0	8128	1625.6	1384.5
"nicE, maiA; maleate isomerase [EC:5.2.1.1]"	K01799	9	0	4	4	3.5284976836132e-05	3.92055298179244e-06	14425.5	1602.83333333333	117
"nikR; CopG family transcriptional regulator, nickel-responsive regulator"	K07722	9	0	3	6	-2.63648830796522e-06	-2.92943145329468e-07	12994	1443.77777777778	366
"NRT, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter"	K02575	9	0	0	2	2.11111111111111e-05	2.34567901234568e-06	13259	1473.22222222222	1095
"nsrR; Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor"	K13771	9	7	0	0	0	0	3131.5	1565.75	1384.5
"nudB, ntpA; dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]"	K08310	9	1	1	1	1.36296296296297e-05	1.70370370370371e-06	12460	1557.5	809
"nupG; MFS transporter, NHS family, nucleoside permease"	K03289	9	0	4	5	0.00030712431295186	3.41249236613178e-05	10986	1220.66666666667	153
"oadA; oxaloacetate decarboxylase, alpha subunit [EC:4.1.1.3]"	K01571	9	0	3	3	-1.59386303130302e-05	-1.77095892367002e-06	14383	1598.11111111111	987
"oadB; oxaloacetate decarboxylase, beta subunit [EC:4.1.1.3]"	K01572	9	0	4	5	0.000555857968343865	6.17619964826517e-05	11287	1254.11111111111	54
"obgE, cgtA; GTPase [EC:3.6.5.-]"	K03979	9	0	3	6	0.000363528789225704	4.03920876917449e-05	9754	1083.77777777778	188
"OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]"	K00164	9	0	2	3	9.99359131414076e-05	1.11039903490453e-05	13116.5	1457.38888888889	198
"ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]"	K00567	9	2	1	2	2.88162288162289e-05	4.11660411660413e-06	10361.5	1480.21428571429	843
"ohyA, sph; oleate hydratase [EC:4.2.1.53]"	K10254	9	0	5	4	1.54904090461062e-06	1.72115656067846e-07	15151	1683.44444444444	300
"oppA, mppA; oligopeptide transport system substrate-binding protein"	K15580	9	0	0	0	0	0	14232.5	1581.38888888889	1384.5
"oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system"	K18139	9	0	4	4	1.51492253173867e-05	1.68324725748742e-06	13895.5	1543.94444444444	598
"opuD, betL; glycine betaine transporter"	K05020	9	0	2	6	0.000814609328924621	9.05121476582912e-05	9948.5	1105.38888888889	25
"oraS; D-ornithine 4,5-aminomutase subunit alpha [EC:5.4.3.5]"	K17899	9	0	2	2	1.74973355303426e-05	1.94414839226029e-06	13910	1545.55555555556	709
"orn, REX2, REXO2; oligoribonuclease [EC:3.1.-.-]"	K13288	9	1	0	0	0	0	12740	1592.5	1384.5
"OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]"	K00611	9	0	5	2	8.66987581672394e-06	9.63319535191549e-07	15379	1708.77777777778	426
"oxlT; MFS transporter, OFA family, oxalate/formate antiporter"	K08177	9	9	0	0	0	NA	0	NA	Inf
"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"	K04761	9	0	0	1	1.33333333333333e-05	1.48148148148148e-06	13646	1516.22222222222	798
"p19, ftrA; periplasmic iron binding protein"	K07230	9	0	7	1	-0.000108847337137007	-1.20941485707785e-05	17947	1994.11111111111	1300
"paaA; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]"	K02609	9	0	4	5	7.38015451899268e-05	8.20017168776965e-06	13272	1474.66666666667	286
"paaC; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]"	K02611	9	0	6	3	-0.000354997482665827	-3.94441647406474e-05	19081.5	2120.16666666667	892
"paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE"	K02613	9	0	3	4	-0.000222984133081219	-2.47760147868021e-05	13112	1456.88888888889	396
"paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]"	K01692	9	0	6	3	-0.00020197821888531	-2.24420243205899e-05	17826	1980.66666666667	413
"paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]"	K15866	9	0	4	5	0.000329781241258405	3.66423601398228e-05	11251	1250.11111111111	75
"paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]"	K00074	9	0	3	5	9.44320645172794e-05	1.0492451613031e-05	12414	1379.33333333333	419
"padR; PadR family transcriptional regulator, regulatory protein PadR"	K10947	9	0	1	8	0.000434658569196706	4.82953965774118e-05	6978	775.333333333333	87
"panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]"	K00077	9	0	5	3	1.99080002696279e-05	2.21200002995865e-06	15861	1762.33333333333	95
"parA, soj; chromosome partitioning protein"	K03496	9	0	4	3	4.42297205505806e-05	4.91441339450895e-06	13659	1517.66666666667	561
"parB, spo0J; chromosome partitioning protein, ParB family"	K03497	9	0	1	0	-1.33333333333333e-05	-1.48148148148148e-06	14850	1650	1492.5
"PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]"	K01881	9	0	2	4	4.65076014064762e-06	5.16751126738625e-07	13668.5	1518.72222222222	1053.5
"patA, rscA, lmrC, satA; ATP-binding cassette, subfamily B, multidrug efflux pump"	K18891	9	0	5	4	0.000136708477095127	1.51898307883475e-05	14957	1661.88888888889	40
"patB, malY; cystathione beta-lyase [EC:4.4.1.8]"	K14155	9	0	4	2	5.34564896347201e-05	5.93960995941335e-06	15217	1690.77777777778	178
"patB, rscB, lmrC, satB; ATP-binding cassette, subfamily B, multidrug efflux pump"	K18892	9	0	3	6	0.000979374247268782	0.000108819360807642	10152	1128	6
"pbp2B, penA; penicillin-binding protein 2B"	K00687	9	0	2	4	0.000183808811834363	2.04232013149292e-05	11882.5	1320.27777777778	112
"pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease"	K06901	9	0	5	3	0.000115617791431902	1.28464212702114e-05	14987.5	1665.27777777778	74
"PC, pyc; pyruvate carboxylase [EC:6.4.1.1]"	K01958	9	0	4	5	-5.78489778565861e-05	-6.42766420628734e-06	14625.5	1625.05555555556	748
"PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]"	K01966	9	0	5	4	-0.000105761460118899	-1.17512733465443e-05	15323	1702.55555555556	272
"PDF, def; peptide deformylase [EC:3.5.1.88]"	K01462	9	0	4	3	-0.000108029653654496	-1.20032948504996e-05	16114.5	1790.5	1028
"PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]"	K00161	9	0	1	2	8.92348966861857e-05	9.9149885206873e-06	12843	1427	321
"PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]"	K00162	9	0	5	4	-1.15897396087036e-05	-1.28774884541151e-06	14577.5	1619.72222222222	709
"pdtaS; two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]"	K00936	9	0	5	4	-6.32497252326491e-05	-7.02774724807212e-06	15422.5	1713.61111111111	697
"pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]"	K00275	9	9	0	0	0	NA	0	NA	Inf
"pdxK, pdxY; pyridoxine kinase [EC:2.7.1.35]"	K00868	9	0	1	3	3.88095385231091e-05	4.31217094701212e-06	13053	1450.33333333333	638
"pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]"	K06215	9	0	3	6	5.56127206534009e-05	6.17919118371121e-06	12253	1361.44444444444	634
"pdxT, pdx2; 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]"	K08681	9	0	2	2	-5.24565429895012e-06	-5.82850477661124e-07	14342	1593.55555555556	1198
"pepDA, pepDB; dipeptidase [EC:3.4.-.-]"	K08659	9	0	5	4	0.000127856704731208	1.42063005256898e-05	12830	1425.55555555556	303
"pepF, pepB; oligoendopeptidase F [EC:3.4.24.-]"	K08602	9	0	4	4	0.000126391426221853	1.40434918024281e-05	12686.5	1409.61111111111	274
"perR; Fur family transcriptional regulator, peroxide stress response regulator"	K09825	9	0	1	3	-1.18402524138669e-05	-1.31558360154076e-06	13770	1530	1011
"pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]"	K00850	9	0	3	5	0.000682114495958851	7.57904995509834e-05	11207.5	1245.27777777778	10
"pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]"	K04069	9	0	1	8	0.000510793587860931	5.6754843095659e-05	6374	708.222222222222	67
"pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]"	K00895	9	0	2	7	0.000510725776656808	5.67473085174231e-05	7513	834.777777777778	148
"PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"	K01834	9	0	5	4	4.90439928848874e-06	5.44933254276526e-07	14511	1612.33333333333	397
"PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"	K00033	9	0	5	4	0.000172296733829785	1.91440815366427e-05	12341	1371.22222222222	266
"PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]"	K00927	9	0	3	6	0.000477898517891262	5.30998353212513e-05	8711	967.888888888889	169
"pglA; N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase [EC:2.4.1.290]"	K15914	9	0	3	6	0.000747671256618129	8.3074584068681e-05	9480	1053.33333333333	28
"pglC; undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase [EC:2.7.8.36]"	K15915	9	0	4	5	0.000379811985925764	4.22013317695293e-05	12504	1389.33333333333	72
"pglF; UDP-N-acetyl-D-glucosamine 4,6-dehydratase [EC:4.2.1.135]"	K15912	9	0	2	7	0.00137306356594139	0.000152562618437933	8427	936.333333333333	3
"pglH; GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase [EC:2.4.1.292]"	K17249	9	0	2	7	0.00047541026381637	5.28233626462634e-05	7848	872	70
"pglI; GalNAc5-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase [EC:2.4.1.293]"	K17250	9	0	4	5	0.00045411370040851	5.04570778231677e-05	11620	1291.11111111111	90
"pglJ; N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase [EC:2.4.1.291]"	K17248	9	0	5	4	-3.14748739403778e-05	-3.49720821559754e-06	14847	1649.66666666667	209
"PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]"	K01057	9	0	7	2	-0.000147814411244768	-1.64238234716409e-05	18034	2003.77777777778	144
"pgsA, PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]"	K00995	9	0	4	5	-5.09142953457085e-05	-5.65714392730095e-06	13800	1533.33333333333	808
"pgtP; MFS transporter, OPA family, phosphoglycerate transporter protein"	K11382	9	0	4	5	0.000657283296248074	7.30314773608971e-05	11044	1227.11111111111	44
"phbC, phaC; polyhydroxyalkanoate synthase [EC:2.3.1.-]"	K03821	9	0	3	6	0.000259335310685085	2.88150345205649e-05	11248	1249.77777777778	64
"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"	K06167	9	0	6	3	0.000783260127423972	8.7028903047108e-05	15358	1706.44444444444	4
"phoH, phoL; phosphate starvation-inducible protein PhoH and related proteins"	K06217	9	0	5	4	0.000102014298699102	1.1334922077678e-05	13588	1509.77777777778	86
"pigA, hemO; heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]"	K07215	9	0	3	5	4.45650504281129e-05	4.95167226979032e-06	12803.5	1422.61111111111	681
"PIGB; phosphatidylinositol glycan, class B [EC:2.4.1.-]"	K05286	9	0	2	7	0.000465159407516061	5.16843786128956e-05	8534	948.222222222222	176
"pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]"	K02654	9	0	8	1	-0.00025647135463229	-2.84968171813655e-05	18812	2090.22222222222	802
"pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]"	K02668	9	0	3	6	0.000497794966441073	5.53105518267859e-05	10494	1166	88
"PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]"	K06972	9	0	3	5	1.08856983889684e-06	1.20952204321872e-07	13573	1508.11111111111	670
"PK, pyk; pyruvate kinase [EC:2.7.1.40]"	K00873	9	0	4	0	-8.13007283687642e-05	-9.03341426319602e-06	16965	1885	1384.5
"pksE; trans-AT polyketide synthase, acyltransferase and oxidoreductase domains"	K15329	9	8	0	0	0	0	1610	1610	1610
"pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]"	K00763	9	0	3	3	-4.6558069002049e-05	-5.17311877800545e-06	14929	1658.77777777778	915
"PPCDC, coaC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]"	K01598	9	0	2	3	0.000104785817896994	1.16428686552215e-05	13527.5	1503.05555555556	126
"PPCS, COAB; phosphopantothenate---cysteine ligase (ATP) [EC:6.3.2.51]"	K01922	9	0	1	1	-3.81231671554252e-06	-4.23590746171391e-07	14435.5	1603.94444444444	1094.5
"ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]"	K01006	9	1	1	1	5.69982748706153e-06	7.12478435882691e-07	12507	1563.375	1087
"PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]"	K03768	9	0	3	6	0.000177775303561127	1.97528115067918e-05	11333	1259.22222222222	101
"ppnK, NADK; NAD+ kinase [EC:2.7.1.23]"	K00858	9	0	4	4	-1.16916102714139e-05	-1.29906780793488e-06	14340	1593.33333333333	517.5
"PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]"	K00231	9	0	4	5	-7.52152107530308e-05	-8.35724563922564e-06	14591.5	1621.27777777778	536
"pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]"	K01007	9	0	4	5	0.00027209092704996	3.02323252277733e-05	11638	1293.11111111111	136
